year,underfished_plus_msf_percentage
1973.9588100686499,90.06622516556291
1977.9405034324943,91.3907284768212
1978.9702517162473,86.75496688741721
1980.9610983981695,86.42384105960265
1983.0892448512586,83.11258278145695
1984.9427917620137,81.78807947019868
1986.933638443936,75.49668874172185
1988.9244851258582,73.17880794701986
1989.954233409611,81.78807947019868
1991.9450800915333,76.82119205298014
1994.9656750572083,74.17218543046357
1996.9565217391305,76.82119205298014
1999.9771167048057,72.8476821192053
2003.9588100686499,76.49006622516555
2006.1556064073227,71.8543046357616
2007.9405034324943,66.88741721854305
2008.9702517162473,69.5364238410596
2010.9610983981695,70.86092715231788
2012.9519450800917,67.88079470198676
2014.6681922196797,66.55629139072848
2016.933638443936,65.23178807947019
