Country Group,year,Watts,Percentage,Per Capita
Africa,1980,0.0,,0.0
Asia,1980,0.0,,0.0
Europe,1980,0.0,,0.0
North America,1980,0.0,,0.0
Oceania,1980,0.0,,0.0
South America,1980,0.0,,0.0
Africa,1981,0.0,,0.0
Asia,1981,0.0,,0.0
Europe,1981,0.0,,0.0
North America,1981,0.0,,0.0
Oceania,1981,0.0,,0.0
South America,1981,0.0,,0.0
Africa,1982,0.0,,0.0
Asia,1982,0.0,,0.0
Europe,1982,0.0,,0.0
North America,1982,0.0,,0.0
Oceania,1982,0.0,,0.0
South America,1982,0.0,,0.0
Africa,1983,0.0,,0.0
Asia,1983,0.0,,0.0
Europe,1983,0.0,,0.0
North America,1983,0.0,,0.0
Oceania,1983,0.0,,0.0
South America,1983,0.0,,0.0
Africa,1984,0.0,0.0,0.0
Asia,1984,0.0,0.0,0.0
Europe,1984,348576.4106,15.942028985507248,0.0010642872078431612
North America,1984,1837948.3468,84.05797101449275,0.004681168202818968
Oceania,1984,0.0,0.0,0.0
South America,1984,0.0,0.0,0.0
Africa,1985,0.0,0.0,0.0
Asia,1985,0.0,0.0,0.0
Europe,1985,348576.4106,8.593750000000002,0.0010612704766602122
North America,1985,3707585.4581999998,91.40625,0.009324279936221634
Oceania,1985,0.0,0.0,0.0
South America,1985,0.0,0.0,0.0
Africa,1986,0.0,0.0,0.0
Asia,1986,348576.4106,6.214689265536724,0.00011930104250019338
Europe,1986,348576.4106,6.214689265536724,0.0010582386711314449
North America,1986,4911758.512999999,87.57062146892655,0.012193947197513422
Oceania,1986,0.0,0.0,0.0
South America,1986,0.0,0.0,0.0
Africa,1987,0.0,0.0,0.0
Asia,1987,348576.4106,8.730158730158731,0.00011687495933743575
Europe,1987,0.0,0.0,0.0
North America,1987,3644207.929,91.26984126984127,0.008932670355717662
Oceania,1987,0.0,0.0,0.0
South America,1987,0.0,0.0,0.0
Africa,1988,0.0,0.0,0.0
Asia,1988,348576.4106,9.090909090909092,0.00011452330329110863
Europe,1988,348576.4106,9.090909090909092,0.0010518647589388905
North America,1988,3137187.6954,81.81818181818181,0.00758948058689762
Oceania,1988,0.0,0.0,0.0
South America,1988,0.0,0.0,0.0
Africa,1989,0.0,0.0,0.0
Asia,1989,348576.4106,0.01907635745625445,0.00011230145302656145
Europe,1989,5925798.9802,0.3242980767563256,0.01600196312942695
North America,1989,1820994857.7389998,99.65662556578744,4.348042200098852
Oceania,1989,0.0,0.0,0.0
South America,1989,0.0,0.0,0.0
Africa,1990,0.0,0.0,0.0
Asia,1990,1394305.6424,0.0705026518611098,0.0004409952296293954
Europe,1990,11122756.374599999,0.5624188818920348,0.029946896134253772
North America,1990,1965147047.9043999,99.36707846624688,4.62777362555847
Oceania,1990,0.0,0.0,0.0
South America,1990,0.0,0.0,0.0
Africa,1991,0.0,0.0,0.0
Asia,1991,1394305.6424,0.06741332025923488,0.0004334357649738814
Europe,1991,5925798.9802,0.28650661110174824,0.012807498411868195
North America,1991,2060973872.0547998,99.64608006863904,4.78199726221919
Oceania,1991,0.0,0.0,0.0
South America,1991,0.0,0.0,0.0
Africa,1992,0.0,0.0,0.0
Asia,1992,8651032.7358,0.40641934139224684,0.0025916690440668947
Europe,1992,12453684.487799998,0.585065205740487,0.017813524672371028
North America,1992,2104038903.1462,98.84624545941762,4.808660235003383
Oceania,1992,3454075.3414,0.16226999344965165,0.12491683271491084
South America,1992,0.0,0.0,0.0
Africa,1993,0.0,0.0,0.0
Asia,1993,10710802.4348,0.48427537789239933,0.0031588746031942653
Europe,1993,15242295.772599997,0.6891611146930297,0.021278315542557196
North America,1993,2181961575.2976,98.65463142058888,4.914803855548172
Oceania,1993,3802651.752,0.17193208682570388,0.13580899114285713
South America,1993,0.0,0.0,0.0
Africa,1994,0.0,0.0,0.0
Asia,1994,13784612.601,0.6039150354019158,0.00400420521656431
Europe,1994,17270376.706999995,0.7566291822851587,0.024080514878142976
North America,1994,2247018609.0214,98.44370401221713,4.992054565617981
Oceania,1994,4468115.8086,0.19575177009579342,0.15753325842118254
South America,1994,0.0,0.0,0.0
Africa,1995,0.0,0.0,0.0
Asia,1995,19298457.6414,0.8284361736859283,0.005523414750985708
Europe,1995,20344186.8732,0.8733268037871362,0.02835837790174464
North America,1995,2284347973.7202,98.06154097290234,5.007316876559507
Oceania,1995,5513845.040399999,0.23669604962455093,0.1916659149193548
South America,1995,0.0,0.0,0.0
Africa,1996,0.0,0.0,0.0
Asia,1996,27981179.1418,1.1800710982813463,0.007893417720455587
Europe,1996,21104717.223599996,0.8900649506855904,0.029416412952594402
North America,1996,2315498029.3219995,97.65322214203617,5.00940663592151
Oceania,1996,6559574.2722,0.2766418089968727,0.22463526153898838
South America,1996,0.0,0.0,0.0
Africa,1997,348576.4106,0.0147934962411071,0.00046590411108675547
Asia,1997,39610955.75000001,1.6810791183076252,0.011009538891835074
Europe,1997,25002435.269399993,1.0610971394757724,0.03485242865622124
North America,1997,2283460688.3113995,96.9095041489033,4.875657778471149
Oceania,1997,7858813.6208,0.33352609707223274,0.26539286845873294
South America,1997,0.0,0.0,0.0
Africa,1998,348576.4106,0.014775810654702744,0.0004547287431234908
Asia,1998,55930669.519,2.3708459823227583,0.015334326964349556
Europe,1998,32449294.950399995,1.3754936464014187,0.04528299339007436
North America,1998,2260834910.3869996,95.8345646508879,4.766335346795717
Oceania,1998,9538318.1446,0.4043199097332296,0.3179015512798294
South America,1998,0.0,0.0,0.0
Africa,1999,348576.4106,0.014862856370760702,0.00044389766307593764
Asia,1999,84450557.659,3.6008647480070244,0.02284724201089031
Europe,1999,33209825.30079999,1.416024861505201,0.04636003453750002
North America,1999,2215646732.0674,94.47236859883795,4.613268451471547
Oceania,1999,11629776.608199999,0.4958789352790161,0.3825836110336206
South America,1999,0.0,0.0,0.0
Africa,2000,1115444.51392,0.04794268669726648,0.0013866892516851196
Asia,2000,132886834.3501,5.711581155255312,0.035481934421633894
Europe,2000,47469769.370799996,2.0402882009234427,0.06627653010703145
North America,2000,2130007845.7359,91.54942046553444,4.381181651217881
Oceania,2000,13030420.00352,0.5600577491453402,0.4231342751589544
South America,2000,2110471.72236,0.09070974244425987,0.006053823159905685
Africa,2001,1115444.51392,0.04753679712726492,0.0013536192323244092
Asia,2001,182505101.96078002,7.777803286791389,0.04811078878946622
Europe,2001,73961576.5764,3.1520137640635317,0.10330233106378461
North America,2001,2071513555.16076,88.28150426953364,4.212259812601437
Oceania,2001,15280322.29012,0.6512001015558848,0.48953425674761325
South America,2001,2110471.72236,0.08994178092829101,0.005970065040380867
Africa,2002,8245416.54892,0.34347250437920834,0.009767564497520028
Asia,2002,253104500.61312,10.543365053718729,0.06589428635963582
Europe,2002,104319413.06319997,4.345547595758469,0.14564868349045007
North America,2002,2015769849.3528998,83.96925907885478,4.054080385650014
Oceania,2002,17086581.872319996,0.7117616232177907,0.5401846881957572
South America,2002,2078782.95776,0.08659414407100718,0.005802037366230793
Africa,2003,8213727.78432,0.3282425347617962,0.009497439727670911
Asia,2003,341110537.66024,13.631689587923917,0.0877082718250805
Europe,2003,166175881.56240004,6.640832763467824,0.23177457636058318
North America,2003,1964373842.0481596,78.50163361446697,3.9094661968136344
Oceania,2003,20033636.980119996,0.8005977256034242,0.6245678070869184
South America,2003,2427359.3683599997,0.09700377377605551,0.006687935308172565
Africa,2004,8498926.66572,0.3167674133495852,0.009591179814133316
Asia,2004,437384173.3915,16.301947139290267,0.11112335021115216
Europe,2004,252179188.6868,9.3990867838777,0.35124748930194594
North America,2004,1959367017.24136,73.02847127243182,3.857955798827984
Oceania,2004,23170824.675519995,0.8636104871037161,0.7126633861999814
South America,2004,2417852.73898,0.09011690394695508,0.006579298543595269
Africa,2005,10878752.887179999,0.35931314983557205,0.011979910302450325
Asia,2005,544590432.90976,17.987218374058276,0.13674137345633075
Europe,2005,496784762.6342,16.408250072741808,0.6908423899794187
North America,2005,1945433467.44674,64.25551110804093,3.7894092905483387
Oceania,2005,27432963.514219996,0.9060803781318225,0.8318564956704468
South America,2005,2531932.29154,0.08362691719155901,0.006807623805649511
Africa,2006,13093797.53272,0.36557119171607894,0.014067719845332192
Asia,2006,651261152.3062799,18.182831601913144,0.16161962608280936
Europe,2006,840607858.5442001,23.469281226167542,1.1540834740034351
North America,2006,2043044369.0441196,57.04060742148447,3.9354325107131194
Oceania,2006,31194419.872240003,0.8709300124039404,0.9313713275084347
South America,2006,2535101.168,0.07077854631482652,0.00673815067870537
Africa,2007,18420678.86198,0.42893088258081646,0.01930542728921755
Asia,2007,765023817.2202798,17.813802823137024,0.18769104445226584
Europe,2007,1263050779.4268,29.410505965777023,1.7304530774614466
North America,2007,2208047766.31632,51.41503656205956,4.206189835101723
Oceania,2007,37440275.3749,0.8718077374320223,1.0979552895865101
South America,2007,2573127.6855200003,0.05991602901352537,0.006763983863770189
