year,month,date_excel,date,CO2_ppm,CO2_seasonally_adjusted_ppm,CO2_fit_ppm,CO2_seasonally_adjusted_fit_ppm,CO2_filled_ppm,CO2_seasonally_adjusted_filled_ppm
1988,7,32339,1988.5383,352.38,351.67,352.25,351.57,352.38,351.67
1988,8,32370,1988.623,350.43,351.85,350.28,351.74,350.43,351.85
1988,9,32401,1988.7077,348.73,351.92,348.68,351.89,348.73,351.92
1988,10,32431,1988.7896,348.88,352.18,348.75,352.03,348.88,352.18
1988,11,32462,1988.8743,350.07,352.13,350.12,352.16,350.07,352.13
1988,12,32492,1988.9563,351.34,352.18,351.45,352.28,351.34,352.18
1989,1,32523,1989.0411,352.76,352.71,352.45,352.39,352.76,352.71
1989,2,32554,1989.126,353.07,352.38,353.2,352.5,353.07,352.38
1989,3,32582,1989.2027,353.68,352.27,354.02,352.59,353.68,352.27
1989,4,32613,1989.2877,355.42,352.87,355.26,352.7,355.42,352.87
1989,5,32643,1989.3699,355.67,352.56,355.9,352.79,355.67,352.56
1989,6,32674,1989.4548,355.12,352.77,355.22,352.89,355.12,352.77
1989,7,32704,1989.537,353.9,353.15,353.7,352.99,353.9,353.15
1989,8,32735,1989.6219,351.67,353.07,351.65,353.08,351.67,353.07
1989,9,32766,1989.7068,349.81,353,349.97,353.18,349.81,353
1989,10,32796,1989.789,349.99,353.3,349.98,353.28,349.99,353.3
1989,11,32827,1989.874,351.3,353.37,351.33,353.38,351.3,353.37
1989,12,32857,1989.9562,352.52,353.37,352.65,353.48,352.52,353.37
1990,1,32888,1990.0411,353.66,353.62,353.64,353.58,353.66,353.62
1990,2,32919,1990.126,354.7,354,354.39,353.68,354.7,354
1990,3,32947,1990.2027,355.38,353.97,355.2,353.77,355.38,353.97
1990,4,32978,1990.2877,356.2,353.64,356.45,353.88,356.2,353.64
1990,5,33008,1990.3699,357.16,354.04,357.1,353.98,357.16,354.04
1990,6,33039,1990.4548,356.23,353.87,356.43,354.1,356.23,353.87
1990,7,33069,1990.537,354.81,354.07,354.93,354.22,354.81,354.07
1990,8,33100,1990.6219,352.91,354.32,352.91,354.35,352.91,354.32
1990,9,33131,1990.7068,350.96,354.17,351.26,354.49,350.96,354.17
1990,10,33161,1990.789,351.18,354.5,351.32,354.63,351.18,354.5
1990,11,33192,1990.874,352.83,354.91,352.72,354.78,352.83,354.91
1990,12,33222,1990.9562,354.21,355.06,354.09,354.93,354.21,355.06
1991,1,33253,1991.0411,354.72,354.68,355.13,355.07,354.72,354.68
1991,2,33284,1991.126,355.75,355.05,355.92,355.22,355.75,355.05
1991,3,33312,1991.2027,357.16,355.74,356.76,355.33,357.16,355.74
1991,4,33343,1991.2877,358.6,356.03,358.03,355.45,358.6,356.03
1991,5,33373,1991.3699,359.34,356.21,358.67,355.54,359.34,356.21
1991,6,33404,1991.4548,358.24,355.88,357.96,355.62,358.24,355.88
1991,7,33434,1991.537,356.17,355.42,356.4,355.68,356.17,355.42
1991,8,33465,1991.6219,354.01,355.43,354.3,355.74,354.01,355.43
1991,9,33496,1991.7068,352.15,355.37,352.57,355.8,352.15,355.37
1991,10,33526,1991.789,352.21,355.55,352.54,355.86,352.21,355.55
1991,11,33557,1991.874,353.75,355.83,353.86,355.93,353.75,355.83
1991,12,33587,1991.9562,354.99,355.84,355.16,355.99,354.99,355.84
1992,1,33618,1992.041,355.99,355.94,356.12,356.06,355.99,355.94
1992,2,33649,1992.1257,356.72,356.02,356.84,356.13,356.72,356.02
1992,3,33678,1992.2049,357.81,356.36,357.66,356.2,357.81,356.36
1992,4,33709,1992.2896,359.15,356.55,358.88,356.26,359.15,356.55
1992,5,33739,1992.3716,359.66,356.52,359.45,356.31,359.66,356.52
1992,6,33770,1992.4563,359.25,356.9,358.69,356.36,359.25,356.9
1992,7,33800,1992.5383,357.02,356.3,357.09,356.4,357.02,356.3
1992,8,33831,1992.623,355,356.44,354.95,356.43,355,356.44
1992,9,33862,1992.7077,353.01,356.25,353.2,356.46,353.01,356.25
1992,10,33892,1992.7896,353.31,356.64,353.17,356.49,353.31,356.64
1992,11,33923,1992.8743,354.16,356.25,354.46,356.53,354.16,356.25
1992,12,33953,1992.9563,355.4,356.25,355.73,356.57,355.4,356.25
1993,1,33984,1993.0411,356.7,356.66,356.68,356.62,356.7,356.66
1993,2,34015,1993.126,357.17,356.46,357.4,356.68,357.17,356.46
1993,3,34043,1993.2027,358.38,356.95,358.19,356.75,358.38,356.95
1993,4,34074,1993.2877,359.46,356.88,359.42,356.82,359.46,356.88
1993,5,34104,1993.3699,360.28,357.13,360.05,356.9,360.28,357.13
1993,6,34135,1993.4548,359.6,357.22,359.35,356.99,359.6,357.22
1993,7,34165,1993.537,357.57,356.81,357.81,357.09,357.57,356.81
1993,8,34196,1993.6219,355.52,356.94,355.75,357.2,355.52,356.94
1993,9,34227,1993.7068,353.69,356.93,354.07,357.33,353.69,356.93
1993,10,34257,1993.789,353.99,357.34,354.12,357.47,353.99,357.34
1993,11,34288,1993.874,355.34,357.44,355.54,357.62,355.34,357.44
1993,12,34318,1993.9562,356.8,357.66,356.93,357.77,356.8,357.66
1994,1,34349,1994.0411,358.37,358.32,358,357.94,358.37,358.32
1994,2,34380,1994.126,358.91,358.21,358.83,358.11,358.91,358.21
1994,3,34408,1994.2027,359.97,358.54,359.71,358.26,359.97,358.54
1994,4,34439,1994.2877,361.26,358.67,361.04,358.43,361.26,358.67
1994,5,34469,1994.3699,361.69,358.53,361.75,358.59,361.69,358.53
1994,6,34500,1994.4548,360.94,358.56,361.12,358.76,360.94,358.56
1994,7,34530,1994.537,359.55,358.79,359.64,358.92,359.55,358.79
1994,8,34561,1994.6219,357.48,358.9,357.63,359.09,357.48,358.9
1994,9,34592,1994.7068,355.84,359.09,356,359.27,355.84,359.09
1994,10,34622,1994.789,356,359.36,356.09,359.45,356,359.36
1994,11,34653,1994.874,357.58,359.69,357.55,359.63,357.58,359.69
1994,12,34683,1994.9562,359.04,359.9,358.97,359.81,359.04,359.9
1995,1,34714,1995.0411,359.97,359.92,360.05,359.99,359.97,359.92
1995,2,34745,1995.126,361,360.3,360.89,360.17,361,360.3
1995,3,34773,1995.2027,361.63,360.2,361.78,360.33,361.63,360.2
1995,4,34804,1995.2877,363.45,360.85,363.12,360.5,363.45,360.85
1995,5,34834,1995.3699,363.8,360.63,363.84,360.67,363.8,360.63
1995,6,34865,1995.4548,363.26,360.87,363.21,360.83,363.26,360.87
1995,7,34895,1995.537,361.89,361.13,361.72,360.99,361.89,361.13
1995,8,34926,1995.6219,359.45,360.88,359.69,361.15,359.45,360.88
1995,9,34957,1995.7068,358.05,361.31,358.04,361.31,358.05,361.31
1995,10,34987,1995.789,357.75,361.13,358.11,361.47,357.75,361.13
1995,11,35018,1995.874,359.56,361.68,359.54,361.63,359.56,361.68
1995,12,35048,1995.9562,360.7,361.56,360.94,361.78,360.7,361.56
1996,1,35079,1996.041,362.05,362,362,361.94,362.05,362
1996,2,35110,1996.1257,363.24,362.54,362.8,362.08,363.24,362.54
1996,3,35139,1996.2049,364.02,362.56,363.69,362.21,364.02,362.56
1996,4,35170,1996.2896,364.71,362.08,364.99,362.34,364.71,362.08
1996,5,35200,1996.3716,365.42,362.24,365.62,362.45,365.42,362.24
1996,6,35231,1996.4563,364.97,362.59,364.91,362.56,364.97,362.59
1996,7,35261,1996.5383,363.65,362.92,363.36,362.66,363.65,362.92
1996,8,35292,1996.623,361.48,362.94,361.25,362.75,361.48,362.94
1996,9,35323,1996.7077,359.45,362.73,359.54,362.83,359.45,362.73
1996,10,35353,1996.7896,359.61,362.99,359.54,362.91,359.61,362.99
1996,11,35384,1996.8743,360.76,362.87,360.9,362.99,360.76,362.87
1996,12,35414,1996.9563,362.33,363.19,362.22,363.07,362.33,363.19
1997,1,35445,1997.0411,363.19,363.14,363.21,363.15,363.19,363.14
1997,2,35476,1997.126,363.99,363.28,363.96,363.24,363.99,363.28
1997,3,35504,1997.2027,364.56,363.12,364.78,363.32,364.56,363.12
1997,4,35535,1997.2877,366.36,363.74,366.06,363.43,366.36,363.74
1997,5,35565,1997.3699,366.8,363.61,366.73,363.54,366.8,363.61
1997,6,35596,1997.4548,365.63,363.22,366.06,363.68,365.63,363.22
1997,7,35626,1997.537,364.47,363.7,364.56,363.83,364.47,363.7
1997,8,35657,1997.6219,362.5,363.94,362.53,364,362.5,363.94
1997,9,35688,1997.7068,360.19,363.47,360.91,364.2,360.19,363.47
1997,10,35718,1997.789,360.78,364.17,361.03,364.42,360.78,364.17
1997,11,35749,1997.874,362.43,364.56,362.56,364.66,362.43,364.56
1997,12,35779,1997.9562,364.28,365.14,364.06,364.91,364.28,365.14
1998,1,35810,1998.0411,365.33,365.28,365.24,365.18,365.33,365.28
1998,2,35841,1998.126,366.15,365.44,366.18,365.46,366.15,365.44
1998,3,35869,1998.2027,367.31,365.87,367.17,365.71,367.31,365.87
1998,4,35900,1998.2877,368.61,365.99,368.62,365.98,368.61,365.99
1998,5,35930,1998.3699,369.3,366.1,369.44,366.24,369.3,366.1
1998,6,35961,1998.4548,368.88,366.46,368.9,366.51,368.88,366.46
1998,7,35991,1998.537,367.64,366.87,367.48,366.75,367.64,366.87
1998,8,36022,1998.6219,365.78,367.22,365.51,366.98,365.78,367.22
1998,9,36053,1998.7068,363.9,367.19,363.89,367.2,363.9,367.19
1998,10,36083,1998.789,364.23,367.64,364,367.39,364.23,367.64
1998,11,36114,1998.874,365.46,367.59,365.46,367.57,365.46,367.59
1998,12,36144,1998.9562,366.97,367.84,366.86,367.72,366.97,367.84
1999,1,36175,1999.0411,368.15,368.1,367.91,367.85,368.15,368.1
1999,2,36206,1999.126,368.87,368.16,368.69,367.96,368.87,368.16
1999,3,36234,1999.2027,369.59,368.13,369.52,368.05,369.59,368.13
1999,4,36265,1999.2877,371.14,368.51,370.78,368.13,371.14,368.51
1999,5,36295,1999.3699,371,367.79,371.41,368.2,371,367.79
1999,6,36326,1999.4548,370.35,367.93,370.67,368.27,370.35,367.93
1999,7,36356,1999.537,369.27,368.5,369.07,368.34,369.27,368.5
1999,8,36387,1999.6219,366.93,368.38,366.92,368.41,366.93,368.38
1999,9,36418,1999.7068,364.64,367.94,365.16,368.48,364.64,367.94
1999,10,36448,1999.789,365.13,368.55,365.15,368.56,365.13,368.55
1999,11,36479,1999.874,366.68,368.81,366.53,368.64,366.68,368.81
1999,12,36509,1999.9562,368,368.88,367.87,368.73,368,368.88
2000,1,36540,2000.041,369.14,369.09,368.88,368.82,369.14,369.09
2000,2,36571,2000.1257,369.46,368.75,369.64,368.92,369.46,368.75
2000,3,36600,2000.2049,370.51,369.03,370.51,369.01,370.51,369.03
2000,4,36631,2000.2896,371.66,368.99,371.8,369.12,371.66,368.99
2000,5,36661,2000.3716,371.83,368.61,372.45,369.24,371.83,368.61
2000,6,36692,2000.4563,371.69,369.28,371.75,369.37,371.69,369.28
2000,7,36722,2000.5383,370.12,369.37,370.21,369.5,370.12,369.37
2000,8,36753,2000.623,368.12,369.6,368.13,369.65,368.12,369.6
2000,9,36784,2000.7077,366.62,369.94,366.45,369.79,366.62,369.94
2000,10,36814,2000.7896,366.73,370.15,366.52,369.93,366.73,370.15
2000,11,36845,2000.8743,368.29,370.43,367.96,370.07,368.29,370.43
2000,12,36875,2000.9563,369.52,370.4,369.34,370.2,369.52,370.4
2001,1,36906,2001.0411,370.28,370.23,370.39,370.33,370.28,370.23
2001,2,36937,2001.126,371.5,370.78,371.18,370.45,371.5,370.78
2001,3,36965,2001.2027,372.12,370.66,372.03,370.56,372.12,370.66
2001,4,36996,2001.2877,372.86,370.21,373.34,370.68,372.86,370.21
2001,5,37026,2001.3699,374.02,370.79,374.02,370.79,374.02,370.79
2001,6,37057,2001.4548,373.31,370.87,373.34,370.92,373.31,370.87
2001,7,37087,2001.537,371.62,370.84,371.8,371.06,371.62,370.84
2001,8,37118,2001.6219,369.55,371.01,369.71,371.2,369.55,371.01
2001,9,37149,2001.7068,367.96,371.28,368.02,371.36,367.96,371.28
2001,10,37179,2001.789,368.09,371.53,368.08,371.51,368.09,371.53
2001,11,37210,2001.874,369.68,371.83,369.55,371.67,369.68,371.83
2001,12,37240,2001.9562,371.24,372.12,370.97,371.84,371.24,372.12
2002,1,37271,2002.0411,372.44,372.39,372.07,372,372.44,372.39
2002,2,37302,2002.126,373.08,372.36,372.91,372.18,373.08,372.36
2002,3,37330,2002.2027,373.52,372.05,373.82,372.34,373.52,372.05
2002,4,37361,2002.2877,374.85,372.19,375.2,372.52,374.85,372.19
2002,5,37391,2002.3699,375.55,372.31,375.95,372.72,375.55,372.31
2002,6,37422,2002.4548,375.4,372.95,375.35,372.93,375.4,372.95
2002,7,37452,2002.537,374.02,373.24,373.88,373.14,374.02,373.24
2002,8,37483,2002.6219,371.48,372.94,371.87,373.37,371.48,372.94
2002,9,37514,2002.7068,370.7,374.03,370.25,373.6,370.7,374.03
2002,10,37544,2002.789,370.25,373.7,370.39,373.83,370.25,373.7
2002,11,37575,2002.874,372.08,374.24,371.92,374.06,372.08,374.24
2002,12,37605,2002.9562,373.78,374.66,373.42,374.28,373.78,374.66
2003,1,37636,2003.0411,374.68,374.63,374.57,374.51,374.68,374.63
2003,2,37667,2003.126,375.62,374.89,375.46,374.73,375.62,374.89
2003,3,37695,2003.2027,376.11,374.64,376.41,374.92,376.11,374.64
2003,4,37726,2003.2877,377.65,374.98,377.81,375.13,377.65,374.98
2003,5,37756,2003.3699,378.36,375.1,378.58,375.33,378.36,375.1
2003,6,37787,2003.4548,378.13,375.67,377.97,375.54,378.13,375.67
2003,7,37817,2003.537,376.6,375.83,376.47,375.73,376.6,375.83
2003,8,37848,2003.6219,374.48,375.95,374.42,375.92,374.48,375.95
2003,9,37879,2003.7068,372.98,376.32,372.74,376.1,372.98,376.32
2003,10,37909,2003.789,373,376.46,372.82,376.27,373,376.46
2003,11,37940,2003.874,374.35,376.51,374.28,376.43,374.35,376.51
2003,12,37970,2003.9562,375.69,376.57,375.7,376.57,375.69,376.57
2004,1,38001,2004.041,376.79,376.74,376.77,376.71,376.79,376.74
2004,2,38032,2004.1257,377.37,376.64,377.58,376.84,377.37,376.64
2004,3,38061,2004.2049,378.39,376.89,378.48,376.96,378.39,376.89
2004,4,38092,2004.2896,380.5,377.8,379.8,377.08,380.5,377.8
2004,5,38122,2004.3716,380.62,377.36,380.45,377.19,380.62,377.36
2004,6,38153,2004.4563,379.55,377.11,379.73,377.31,379.55,377.11
2004,7,38183,2004.5383,377.76,377.01,378.15,377.43,377.76,377.01
2004,8,38214,2004.623,375.83,377.33,376.03,377.57,375.83,377.33
2004,9,38245,2004.7077,374.05,377.41,374.34,377.72,374.05,377.41
2004,10,38275,2004.7896,374.22,377.69,374.43,377.88,374.22,377.69
2004,11,38306,2004.8743,375.84,378.01,375.92,378.06,375.84,378.01
2004,12,38336,2004.9563,377.44,378.33,377.38,378.25,377.44,378.33
2005,1,38367,2005.0411,378.34,378.29,378.51,378.45,378.34,378.29
2005,2,38398,2005.126,379.61,378.88,379.4,378.66,379.61,378.88
2005,3,38426,2005.2027,380.08,378.61,380.35,378.86,380.08,378.61
2005,4,38457,2005.2877,382.05,379.37,381.78,379.08,382.05,379.37
2005,5,38487,2005.3699,382.24,378.97,382.56,379.29,382.24,378.97
2005,6,38518,2005.4548,382.08,379.61,381.96,379.51,382.08,379.61
2005,7,38548,2005.537,380.66,379.88,380.47,379.72,380.66,379.88
2005,8,38579,2005.6219,378.67,380.14,378.43,379.94,378.67,380.14
2005,9,38610,2005.7068,376.42,379.78,376.77,380.15,376.42,379.78
2005,10,38640,2005.789,376.8,380.28,376.88,380.35,376.8,380.28
2005,11,38671,2005.874,378.31,380.49,378.39,380.55,378.31,380.49
2005,12,38701,2005.9562,379.96,380.85,379.86,380.73,379.96,380.85
2006,1,38732,2006.0411,381.37,381.32,380.98,380.91,381.37,381.32
2006,2,38763,2006.126,382.02,381.29,381.83,381.09,382.02,381.29
2006,3,38791,2006.2027,382.56,381.08,382.73,381.23,382.56,381.08
2006,4,38822,2006.2877,384.36,381.67,384.1,381.39,384.36,381.67
2006,5,38852,2006.3699,384.92,381.64,384.81,381.53,384.92,381.64
2006,6,38883,2006.4548,384.03,381.55,384.14,381.68,384.03,381.55
2006,7,38913,2006.537,382.28,381.49,382.58,381.82,382.28,381.49
2006,8,38944,2006.6219,380.48,381.95,380.46,381.97,380.48,381.95
2006,9,38975,2006.7068,378.81,382.18,378.73,382.12,378.81,382.18
2006,10,39005,2006.789,379.06,382.55,378.79,382.27,379.06,382.55
2006,11,39036,2006.874,380.14,382.33,380.26,382.42,380.14,382.33
2006,12,39066,2006.9562,381.66,382.55,381.69,382.56,381.66,382.55
2007,1,39097,2007.0411,382.58,382.53,382.78,382.72,382.58,382.53
2007,2,39128,2007.126,383.71,382.98,383.62,382.87,383.71,382.98
2007,3,39156,2007.2027,384.34,382.85,384.52,383.01,384.34,382.85
2007,4,39187,2007.2877,386.23,383.53,385.89,383.17,386.23,383.53
2007,5,39217,2007.3699,386.41,383.12,386.62,383.33,386.41,383.12
2007,6,39248,2007.4548,385.87,383.39,385.95,383.49,385.87,383.39
2007,7,39278,2007.537,384.44,383.66,384.4,383.65,384.44,383.66
2007,8,39309,2007.6219,381.84,383.33,382.29,383.81,381.84,383.33
2007,9,39340,2007.7068,380.86,384.25,380.58,383.98,380.86,384.25
2007,10,39370,2007.789,380.86,384.37,380.64,384.13,380.86,384.37
2007,11,39401,2007.874,382.36,384.55,382.12,384.29,382.36,384.55
2007,12,39431,2007.9562,383.61,384.51,383.56,384.44,383.61,384.51
2008,1,39462,2008.041,385.07,385.02,384.65,384.59,385.07,385.02
2008,2,39493,2008.1257,385.84,385.11,385.47,384.73,385.84,385.11
2008,3,39522,2008.2049,385.83,384.31,386.4,384.87,385.83,384.31
2008,4,39553,2008.2896,386.77,384.03,387.77,385.02,386.77,384.03
2008,5,39583,2008.3716,388.51,385.21,388.47,385.18,388.51,385.21
2008,6,39614,2008.4563,388.05,385.58,387.79,385.35,388.05,385.58
2008,7,39644,2008.5383,386.25,385.49,386.24,385.51,386.25,385.49
2008,8,39675,2008.623,384.08,385.6,384.13,385.68,384.08,385.6
2008,9,39706,2008.7077,383.09,386.49,382.43,385.85,383.09,386.49
2008,10,39736,2008.7896,382.78,386.29,382.51,386.01,382.78,386.29
2008,11,39767,2008.8743,384.01,386.2,383.99,386.16,384.01,386.2
2008,12,39797,2008.9563,385.11,386.01,385.43,386.31,385.11,386.01
2009,1,39828,2009.0411,386.65,386.6,386.53,386.47,386.65,386.6
2009,2,39859,2009.126,387.12,386.38,387.37,386.63,387.12,386.38
2009,3,39887,2009.2027,388.52,387.02,388.28,386.77,388.52,387.02
2009,4,39918,2009.2877,389.57,386.85,389.67,386.94,389.57,386.85
2009,5,39948,2009.3699,390.17,386.86,390.41,387.1,390.17,386.86
2009,6,39979,2009.4548,389.62,387.12,389.76,387.28,389.62,387.12
2009,7,40009,2009.537,388.07,387.27,388.23,387.47,388.07,387.27
2009,8,40040,2009.6219,386.08,387.58,386.14,387.67,386.08,387.58
2009,9,40071,2009.7068,384.65,388.06,384.46,387.88,384.65,388.06
2009,10,40101,2009.789,384.33,387.86,384.58,388.09,384.33,387.86
2009,11,40132,2009.874,386.05,388.25,386.13,388.32,386.05,388.25
2009,12,40162,2009.9562,387.49,388.39,387.65,388.54,387.49,388.39
2010,1,40193,2010.0411,388.55,388.5,388.83,388.76,388.55,388.5
2010,2,40224,2010.126,390.08,389.33,389.74,388.99,390.08,389.33
2010,3,40252,2010.2027,391.01,389.51,390.7,389.18,391.01,389.51
2010,4,40283,2010.2877,392.38,389.66,392.13,389.39,392.38,389.66
2010,5,40313,2010.3699,393.22,389.9,392.9,389.58,393.22,389.9
2010,6,40344,2010.4548,392.24,389.73,392.25,389.77,392.24,389.73
2010,7,40374,2010.537,390.33,389.54,390.7,389.94,390.33,389.54
2010,8,40405,2010.6219,388.52,390.02,388.58,390.11,388.52,390.02
2010,9,40436,2010.7068,386.84,390.25,386.84,390.28,386.84,390.25
2010,10,40466,2010.789,387.16,390.7,386.91,390.43,387.16,390.7
2010,11,40497,2010.874,388.67,390.88,388.39,390.58,388.67,390.88
2010,12,40527,2010.9562,389.81,390.71,389.83,390.71,389.81,390.71
2011,1,40558,2011.0411,391.3,391.25,390.91,390.85,391.3,391.25
2011,2,40589,2011.126,391.92,391.18,391.73,390.98,391.92,391.18
2011,3,40617,2011.2027,392.45,390.95,392.62,391.09,392.45,390.95
2011,4,40648,2011.2877,393.37,390.63,393.98,391.23,393.37,390.63
2011,5,40678,2011.3699,394.28,390.95,394.7,391.37,394.28,390.95
2011,6,40709,2011.4548,393.69,391.18,394.02,391.53,393.69,391.18
2011,7,40739,2011.537,392.59,391.8,392.46,391.69,392.59,391.8
2011,8,40770,2011.6219,390.21,391.71,390.33,391.87,390.21,391.71
2011,9,40801,2011.7068,389,392.43,388.61,392.05,389,392.43
2011,10,40831,2011.789,388.93,392.48,388.69,392.23,388.93,392.48
2011,11,40862,2011.874,390.24,392.46,390.21,392.41,390.24,392.46
2011,12,40892,2011.9562,391.8,392.71,391.7,392.59,391.8,392.71
2012,1,40923,2012.041,393.07,393.02,392.83,392.77,393.07,393.02
2012,2,40954,2012.1257,393.35,392.61,393.71,392.96,393.35,392.61
2012,3,40983,2012.2049,394.36,392.82,394.7,393.14,394.36,392.82
2012,4,41014,2012.2896,396.43,393.66,396.13,393.34,396.43,393.66
2012,5,41044,2012.3716,396.87,393.53,396.88,393.54,396.87,393.53
2012,6,41075,2012.4563,395.88,393.38,396.24,393.76,395.88,393.38
2012,7,41105,2012.5383,394.52,393.75,394.71,393.98,394.52,393.75
2012,8,41136,2012.623,392.54,394.07,392.64,394.22,392.54,394.07
2012,9,41167,2012.7077,391.13,394.57,390.99,394.46,391.13,394.57
2012,10,41197,2012.7896,391.01,394.56,391.15,394.69,391.01,394.56
2012,11,41228,2012.8743,392.95,395.17,392.74,394.94,392.95,395.17
2012,12,41258,2012.9563,394.33,395.24,394.28,395.17,394.33,395.24
2013,1,41289,2013.0411,395.61,395.55,395.46,395.4,395.61,395.55
2013,2,41320,2013.126,396.85,396.1,396.38,395.63,396.85,396.1
2013,3,41348,2013.2027,397.26,395.74,397.36,395.82,397.26,395.74
2013,4,41379,2013.2877,398.35,395.6,398.8,396.04,398.35,395.6
2013,5,41409,2013.3699,399.98,396.63,399.59,396.24,399.98,396.63
2013,6,41440,2013.4548,398.87,396.34,398.95,396.44,398.87,396.34
2013,7,41470,2013.537,397.37,396.57,397.4,396.63,397.37,396.57
2013,8,41501,2013.6219,395.41,396.92,395.28,396.83,395.41,396.92
2013,9,41532,2013.7068,393.39,396.84,393.55,397.02,393.39,396.84
2013,10,41562,2013.789,393.7,397.26,393.64,397.2,393.7,397.26
2013,11,41593,2013.874,395.19,397.43,395.17,397.38,395.19,397.43
2013,12,41623,2013.9562,396.82,397.73,396.65,397.55,396.82,397.73
2014,1,41654,2014.0411,397.93,397.87,397.78,397.72,397.93,397.87
2014,2,41685,2014.126,398.1,397.35,398.65,397.88,398.1,397.35
2014,3,41713,2014.2027,399.47,397.95,399.57,398.04,399.47,397.95
2014,4,41744,2014.2877,401.33,398.57,400.98,398.2,401.33,398.57
2014,5,41774,2014.3699,401.88,398.52,401.72,398.36,401.88,398.52
2014,6,41805,2014.4548,401.31,398.77,401.04,398.52,401.31,398.77
2014,7,41835,2014.537,399.07,398.26,399.45,398.68,399.07,398.26
2014,8,41866,2014.6219,397.21,398.72,397.29,398.84,397.21,398.72
2014,9,41897,2014.7068,395.4,398.86,395.53,399.01,395.4,398.86
2014,10,41927,2014.789,395.65,399.23,395.61,399.17,395.65,399.23
2014,11,41958,2014.874,397.23,399.46,397.13,399.35,397.23,399.46
2014,12,41988,2014.9562,398.79,399.7,398.62,399.52,398.79,399.7
2015,1,42019,2015.0411,399.85,399.8,399.77,399.7,399.85,399.8
2015,2,42050,2015.126,400.31,399.56,400.66,399.89,400.31,399.56
2015,3,42078,2015.2027,401.51,399.99,401.62,400.07,401.51,399.99
2015,4,42109,2015.2877,403.45,400.69,403.07,400.28,403.45,400.69
2015,5,42139,2015.3699,404.1,400.73,403.87,400.5,404.1,400.73
2015,6,42170,2015.4548,402.88,400.33,403.26,400.73,402.88,400.33
2015,7,42200,2015.537,401.61,400.8,401.75,400.98,401.61,400.8
2015,8,42231,2015.6219,399,400.52,399.69,401.25,399,400.52
2015,9,42262,2015.7068,397.5,400.96,398.07,401.55,397.5,400.96
2015,10,42292,2015.789,398.28,401.87,398.28,401.85,398.28,401.87
2015,11,42323,2015.874,400.24,402.49,399.95,402.17,400.24,402.49
2015,12,42353,2015.9562,401.89,402.81,401.59,402.49,401.89,402.81
2016,1,42384,2016.041,402.65,402.6,402.87,402.81,402.65,402.6
2016,2,42415,2016.1257,404.16,403.41,403.88,403.12,404.16,403.41
2016,3,42444,2016.2049,404.85,403.3,404.97,403.39,404.85,403.3
2016,4,42475,2016.2896,407.57,404.77,406.49,403.67,407.57,404.77
2016,5,42505,2016.3716,407.66,404.28,407.3,403.92,407.66,404.28
2016,6,42536,2016.4563,407,404.48,406.67,404.16,407,404.48
2016,7,42566,2016.5383,404.5,403.73,405.13,404.38,404.5,403.73
2016,8,42597,2016.623,402.24,403.79,403.02,404.61,402.24,403.79
2016,9,42628,2016.7077,401.01,404.5,401.32,404.83,401.01,404.5
2016,10,42658,2016.7896,401.5,405.09,401.46,405.04,401.5,405.09
2016,11,42689,2016.8743,403.64,405.89,403.03,405.25,403.64,405.89
2016,12,42719,2016.9563,404.55,405.47,404.54,405.44,404.55,405.47
2017,1,42750,2017.0411,406.07,406.02,405.7,405.63,406.07,406.02
2017,2,42781,2017.126,406.64,405.89,406.58,405.81,406.64,405.89
2017,3,42809,2017.2027,407.05,405.52,407.52,405.97,407.05,405.52
2017,4,42840,2017.2877,408.95,406.17,408.94,406.14,408.95,406.17
2017,5,42870,2017.3699,409.91,406.52,409.68,406.3,409.91,406.52
2017,6,42901,2017.4548,409.12,406.55,408.99,406.46,409.12,406.55
2017,7,42931,2017.537,407.2,406.39,407.39,406.61,407.2,406.39
2017,8,42962,2017.6219,405.24,406.77,405.2,406.77,405.24,406.77
2017,9,42993,2017.7068,403.27,406.75,403.41,406.92,403.27,406.75
2017,10,43023,2017.789,403.64,407.25,403.47,407.07,403.64,407.25
2017,11,43054,2017.874,405.17,407.43,404.99,407.22,405.17,407.43
2017,12,43084,2017.9562,406.75,407.68,406.47,407.37,406.75,407.68
2018,1,43115,2018.0411,408.05,408,407.59,407.52,408.05,408
2018,2,43146,2018.126,408.34,407.58,408.45,407.68,408.34,407.58
2018,3,43174,2018.2027,409.25,407.72,409.38,407.83,409.25,407.72
2018,4,43205,2018.2877,410.3,407.51,410.82,408.01,410.3,407.51
2018,5,43235,2018.3699,411.3,407.9,411.6,408.2,411.3,407.9
2018,6,43266,2018.4548,410.88,408.31,410.97,408.42,410.88,408.31
2018,7,43296,2018.537,408.9,408.09,409.44,408.66,408.9,408.09
2018,8,43327,2018.6219,407.1,408.63,407.34,408.91,407.1,408.63
2018,9,43358,2018.7068,405.59,409.09,405.67,409.19,405.59,409.09
2018,10,43388,2018.789,405.99,409.62,405.85,409.46,405.99,409.62
2018,11,43419,2018.874,408.12,410.38,407.49,409.73,408.12,410.38
2018,12,43449,2018.9562,409.23,410.15,409.09,409.99,409.23,410.15
2019,1,43480,2019.0411,410.92,410.87,410.32,410.25,410.92,410.87
2019,2,43511,2019.126,411.66,410.89,411.27,410.5,411.66,410.89
2019,3,43539,2019.2027,412,410.45,412.27,410.71,412,410.45
2019,4,43570,2019.2877,413.52,410.72,413.76,410.94,413.52,410.72
