,Unnamed: 0,year,total_pg/yr,uncertainty_pg/yr
0,0,1901,0.0,0.0
1,1,1902,0.0,0.0
2,2,1903,0.0,0.0
3,3,1904,0.0,0.0
4,4,1905,0.0,0.0
5,5,1906,0.0,0.0
6,6,1907,0.0,0.0
7,7,1908,0.0,0.0
8,8,1909,0.0,0.0
9,9,1910,0.0,0.0
10,10,1911,0.0,0.0
11,11,1912,0.0,0.0
12,12,1913,0.0,0.0
13,13,1914,0.0,0.0
14,14,1915,0.0,0.0
15,15,1916,0.0,0.0
16,16,1917,0.0,0.0
17,17,1918,0.0,0.0
18,18,1919,0.0,0.0
19,19,1920,0.0,0.0
20,20,1921,0.0,0.0
21,21,1922,0.0,0.0
22,22,1923,0.0,0.0
23,23,1924,0.0,0.0
24,24,1925,0.0,0.0
25,25,1926,0.0,0.0
26,26,1927,0.0,0.0
27,27,1928,0.0,0.0
28,28,1929,0.0,0.0
29,29,1930,0.0,0.0
30,30,1931,0.0,0.0
31,31,1932,0.0,0.0
32,32,1933,0.0,0.0
33,33,1934,0.0,0.0
34,34,1935,0.0,0.0
35,35,1936,0.0,0.0
36,36,1937,0.0,0.0
37,37,1938,0.0,0.0
38,38,1939,0.0,0.0
39,39,1940,0.0,0.0
40,40,1941,0.0,0.0
41,41,1942,0.0,0.0
42,42,1943,0.0,0.0
43,43,1944,0.0,0.0
44,44,1945,0.0,0.0
45,45,1946,0.0,0.0
46,46,1947,0.0,0.0
47,47,1948,0.0,0.0
48,48,1949,0.0,0.0
49,49,1950,0.0014991128997802734,0.00022486693496704102
50,50,1951,0.002012143173217773,0.00030182147598266596
51,51,1952,0.002631297546386719,0.00039469463195800786
52,52,1953,0.0027844520874023425,0.0004176678131103514
53,53,1954,0.003263665679931642,0.0004895498519897463
54,54,1955,0.004019141906738282,0.0006028712860107423
55,55,1956,0.004181327148437498,0.0006271990722656246
56,56,1957,0.004804215332031254,0.000720632299804688
57,57,1958,0.0055859714355468715,0.0008378957153320307
58,58,1959,0.006827405029296877,0.0010241107543945316
59,59,1960,0.0077319265136718785,0.0011597889770507818
60,60,1961,0.008819672851562498,0.0013229509277343746
61,61,1962,0.010204756103515624,0.0015307134155273436
62,62,1963,0.011462937011718749,0.0017194405517578122
63,63,1964,0.013147640625000005,0.0019721460937500005
64,64,1965,0.015173077148437497,0.0022759615722656246
65,65,1966,0.017791084472656243,0.0026686626708984362
66,66,1967,0.021220656738281257,0.003183098510742188
67,67,1968,0.02419527734375,0.0036292916015624997
68,68,1969,0.029492328125000005,0.00442384921875
69,69,1970,0.031261899974823,0.00468928499622345
70,70,1971,0.034781507148742695,0.005217226072311404
71,71,1972,0.0394001979370117,0.005910029690551755
72,72,1973,0.04549861788940431,0.006824792683410646
73,73,1974,0.04623578927612305,0.006935368391418457
74,74,1975,0.04121030413818357,0.0061815456207275354
75,75,1976,0.04776948968505863,0.007165423452758795
76,76,1977,0.05302930194091793,0.007954395291137688
77,77,1978,0.05660623339843755,0.008490935009765633
78,78,1979,0.0635341798095703,0.009530126971435545
79,79,1980,0.06322438171386716,0.009483657257080074
80,80,1981,0.06413105249023443,0.009619657873535165
81,81,1982,0.06596608984375,0.009894913476562501
82,82,1983,0.07069672192382813,0.010604508288574219
83,83,1984,0.07659505590820312,0.011489258386230468
84,84,1985,0.08110673779296879,0.012166010668945317
85,85,1986,0.0863227336425781,0.012948410046386714
86,86,1987,0.09311697436523432,0.013967546154785147
87,87,1988,0.09953100830078132,0.014929651245117198
88,88,1989,0.10348667822265628,0.01552300173339844
89,89,1990,0.10969892089843752,0.01645483813476563
90,90,1991,0.11510927587890625,0.017266391381835937
91,91,1992,0.12143667138671872,0.018215500708007808
92,92,1993,0.12857823339843746,0.019286735009765618
93,93,1994,0.1380955585937501,0.020714333789062515
94,94,1995,0.1478745312499998,0.02218117968749997
95,95,1996,0.15509385742187498,0.023264078613281246
96,96,1997,0.1659399355468751,0.024890990332031265
97,97,1998,0.1752416113281249,0.026286241699218737
98,98,1999,0.1866615029296876,0.02799922543945314
99,99,2000,0.19984158984374994,0.02997623847656249
100,100,2001,0.20756666210937505,0.031134999316406255
101,101,2002,0.22122452343750004,0.033183678515625
102,102,2003,0.228738734375,0.034310810156249996
103,103,2004,0.2382355429687501,0.03573533144531251
104,104,2005,0.2534470742187501,0.038017061132812516
105,105,2006,0.26103210546875,0.0391548158203125
106,106,2007,0.27866312304687496,0.041799468457031246
107,107,2008,0.2925965273437499,0.04388947910156248
108,108,2009,0.2801610917968749,0.04202416376953123
109,109,2010,0.29417913476562485,0.044126870214843725
