,Unnamed: 0,year,total_pg/yr,uncertainty_pg/yr
0,0,1901,0.05992266796875001,0.008988400195312501
1,1,1902,0.060523786132812465,0.009078567919921869
2,2,1903,0.061444717285156235,0.009216707592773436
3,3,1904,0.0623219594726563,0.009348293920898445
4,4,1905,0.0742677749023438,0.01114016623535157
5,5,1906,0.06552762744140607,0.00982914411621091
6,6,1907,0.08572749023437512,0.012859123535156268
7,7,1908,0.07129477148437502,0.010694215722656253
8,8,1909,0.08154241308593747,0.012231361962890621
9,9,1910,0.09089279589843742,0.013633919384765613
10,10,1911,0.08594612011718747,0.01289191801757812
11,11,1912,0.0969059863281251,0.014535897949218763
12,12,1913,0.112269935546875,0.01684049033203125
13,13,1914,0.07844925292968746,0.011767387939453118
14,14,1915,0.0780017558593751,0.011700263378906265
15,15,1916,0.09163712304687488,0.013745568457031232
16,16,1917,0.0935818427734376,0.01403727641601564
17,17,1918,0.08569162207031236,0.012853743310546855
18,18,1919,0.07661611035156264,0.011492416552734397
19,19,1920,0.08490182226562501,0.01273527333984375
20,20,1921,0.05636552929687505,0.008454829394531257
21,21,1922,0.07488062792968746,0.011232094189453118
22,22,1923,0.09378436718750016,0.014067655078125024
23,23,1924,0.09106850195312466,0.0136602752929687
24,24,1925,0.10409116601562513,0.015613674902343768
25,25,1926,0.10669802343749987,0.01600470351562498
26,26,1927,0.11685344921875004,0.017528017382812507
27,27,1928,0.11985464062500005,0.017978196093750006
28,28,1929,0.13627823242187487,0.02044173486328123
29,29,1930,0.12457673632812498,0.018686510449218745
30,30,1931,0.09126542187499996,0.013689813281249994
31,31,1932,0.06790669335937517,0.010186004003906275
32,32,1933,0.07765064257812511,0.011647596386718766
33,33,1934,0.09533814453125013,0.014300721679687519
34,34,1935,0.10715885742187473,0.01607382861328121
35,35,1936,0.12679766406250026,0.01901964960937504
36,36,1937,0.15253916406249982,0.022880874609374973
37,37,1938,0.12494486132812495,0.01874172919921874
38,38,1939,0.1503889843750002,0.02255834765625003
39,39,1940,0.15207781249999985,0.022811671874999977
40,40,1941,0.16251827343749994,0.024377741015624992
41,41,1942,0.172403890625,0.02586058359375
42,42,1943,0.17147121875000024,0.025720682812500034
43,43,1944,0.15657837890624982,0.023486756835937473
44,44,1945,0.13442949218749992,0.020164423828124986
45,45,1946,0.13094828906249992,0.01964224335937499
46,46,1947,0.15098908984375006,0.02264836347656251
47,47,1948,0.17093870703125028,0.02564080605468754
48,48,1949,0.17422790624999984,0.026134185937499974
49,49,1950,0.19171128906250015,0.028756693359375023
50,50,1951,0.2179087148437503,0.032686307226562544
51,51,1952,0.21943114453124976,0.032914671679687466
52,52,1953,0.2447244062499995,0.03670866093749992
53,53,1954,0.28381221484375074,0.04257183222656261
54,54,1955,0.2636213164062495,0.03954319746093742
55,55,1956,0.2799525117187501,0.04199287675781251
56,56,1957,0.3033456015625001,0.045501840234375014
57,57,1958,0.2874139257812496,0.04311208886718743
58,58,1959,0.3079262304687506,0.04618893457031259
59,59,1960,0.3572041835937496,0.05358062753906244
60,60,1961,0.3476696367187497,0.05215044550781245
61,61,1962,0.3503913359375005,0.052558700390625074
62,62,1963,0.36093656640624977,0.054140484960937464
63,63,1964,0.39643372265624977,0.059465058398437465
64,64,1965,0.41979719921875,0.06296957988281249
65,65,1966,0.4300716250000001,0.06451074375000002
66,66,1967,0.4247514921875,0.063712723828125
67,67,1968,0.4536262265625002,0.06804393398437503
68,68,1969,0.4857731640625003,0.07286597460937505
69,69,1970,0.5063383906249999,0.07595075859374997
70,70,1971,0.5047215156250002,0.07570822734375003
71,71,1972,0.5306254374999999,0.07959381562499998
72,72,1973,0.5829457187500001,0.08744185781250001
73,73,1974,0.5849940546874997,0.08774910820312494
74,74,1975,0.5554633203124992,0.08331949804687488
75,75,1976,0.5814714140625012,0.08722071210937518
76,76,1977,0.5815957031250002,0.08723935546875003
77,77,1978,0.6053144921874994,0.09079717382812491
78,78,1979,0.6335961640624996,0.09503942460937494
79,79,1980,0.6202953125000001,0.09304429687500002
80,80,1981,0.6103516484375002,0.09155274726562503
81,81,1982,0.5683410312500007,0.0852511546875001
82,82,1983,0.5793445234374994,0.08690167851562491
83,83,1984,0.6182065624999991,0.09273098437499985
84,84,1985,0.6365203593750014,0.09547805390625021
85,85,1986,0.6370702187499989,0.09556053281249983
86,86,1987,0.656444734375,0.09846671015624998
87,87,1988,0.6932768750000011,0.10399153125000017
88,88,1989,0.7098574218749996,0.10647861328124993
89,89,1990,0.7036677343749989,0.10555016015624982
90,90,1991,0.691610859375001,0.10374162890625015
91,91,1992,0.6921528437499982,0.10382292656249972
92,92,1993,0.7027168125000021,0.10540752187500031
93,93,1994,0.7231955312499994,0.1084793296874999
94,94,1995,0.7513189062500012,0.11269783593750017
95,95,1996,0.7543187187499979,0.11314780781249968
96,96,1997,0.7946308281250001,0.11919462421875
97,97,1998,0.7960905156250002,0.11941357734375002
98,98,1999,0.8097741249999991,0.12146611874999987
99,99,2000,0.8561185156250029,0.12841777734375043
100,100,2001,0.8735239218750004,0.13102858828125005
101,101,2002,0.9115480312499996,0.13673220468749994
102,102,2003,0.9830715468750002,0.14746073203125
103,103,2004,1.049683656249997,0.15745254843749953
104,104,2005,1.1458604218750008,0.1718790632812501
105,105,2006,1.2352575937500023,0.18528863906250034
106,106,2007,1.332182531249997,0.19982737968749956
107,107,2008,1.331865593750002,0.19977983906250027
108,108,2009,1.3206551249999992,0.19809826874999986
109,109,2010,1.4393216875000012,0.2158982531250002
