,region,year,consumption_exajoules
0,,1965,
1,Canada,1965,0.647949168
2,Mexico,1965,0.02888
3,US,1965,11.607278834933092
4,Total North America,1965,12.284108002933092
5,,1965,
6,Argentina,1965,0.030438177071465594
7,Brazil,1965,0.07264098
8,Chile,1965,0.04877622
9,Colombia,1965,0.084322152
10,Ecuador,1965,0.0
11,Peru,1965,0.0015109433961795124
12,Trinidad & Tobago,1965,0.0
13,Venezuela,1965,0.0008373600000000001
14,Central America,1965,1.3082692572488e-05
15,Other Caribbean,1965,0.0020934
16,Other South America,1965,0.0013230288
17,Total S. & Cent. America,1965,0.24195534396021762
18,,1965,
19,Austria,1965,0.21281363910934745
20,Belgium,1965,0.8025737565798
21,Bulgaria,1965,0.251040528
22,Croatia,1965,
23,Cyprus,1965,0.0
24,Czech Republic,1965,1.4790289680000002
25,Denmark,1965,0.1548320508
26,Estonia,1965,
27,Finland,1965,0.07293535390799999
28,France,1965,1.732087585493218
29,Germany,1965,6.730115534596541
30,Greece,1965,0.088215876
31,Hungary,1965,0.45677988
32,Iceland,1965,0.000273675024
33,Ireland,1965,0.130879368
34,Italy,1965,0.36115336800000003
35,Latvia,1965,
36,Lithuania,1965,
37,Luxembourg,1965,0.1141782228
38,Netherlands,1965,0.371
39,North Macedonia,1965,
40,Norway,1965,0.031958723628
41,Poland,1965,2.490350508
42,Portugal,1965,0.024785856000000002
43,Romania,1965,0.18252883309104004
44,Slovakia,1965,0.25282999826873775
45,Slovenia,1965,
46,Spain,1965,0.4061196
47,Sweden,1965,0.09333737909999999
48,Switzerland,1965,0.053399999999999996
49,Turkey,1965,0.15365556000000002
50,Ukraine,1965,
51,United Kingdom,1965,4.915177596
52,Other Europe,1965,0.3791225508931171
53,Total Europe,1965,21.941174411291804
54,,1965,
55,Azerbaijan,1965,
56,Belarus,1965,
57,Kazakhstan,1965,
58,Russian Federation,1965,
59,Turkmenistan,1965,
60,USSR,1965,12.453077810000002
61,Uzbekistan,1965,
62,Other CIS,1965,
63,Total CIS,1965,12.453077810000002
64,,1965,
65,Iran,1965,0.008834148
66,Iraq,1965,0.0
67,Israel,1965,0.0
68,Kuwait,1965,0.0
69,Oman,1965,0.0
70,Qatar,1965,0.0
71,Saudi Arabia,1965,0.0
72,United Arab Emirates,1965,0.0
73,Other Middle East,1965,0.00027280292809238153
74,Total Middle East,1965,0.009106950928092382
75,,1965,
76,Algeria,1965,0.00293076
77,Egypt,1965,0.016872804
78,Morocco,1965,0.007609200011867308
79,South Africa,1965,1.032339276
80,Eastern Africa,1965,0.07589121605007762
81,Middle Africa,1965,0.007618697406078338
82,Western Africa,1965,0.01976720319476689
83,Other Northern Africa,1965,0.0007829415139237201
84,Other Southern Africa,1965,0.0007740000012071304
85,Total Africa,1965,1.1645860981779212
86,,1965,
87,Australia,1965,0.7273000000000001
88,Bangladesh,1965,0.0
89,China,1965,4.7905365600000005
90,China Hong Kong SAR,1965,0.005149764
91,India,1965,1.4882664640556305
92,Indonesia,1965,0.005400972
93,Japan,1965,2.0394823896
94,Malaysia,1965,0.0006280200000000001
95,New Zealand,1965,0.06887286000000001
96,Pakistan,1965,0.057735972
97,Philippines,1965,0.0018558828360000005
98,Singapore,1965,0.000167472
99,South Korea,1965,0.20733033600000003
100,Sri Lanka,1965,0.0
101,Taiwan,1965,0.12497598
102,Thailand,1965,0.0018840600000000001
103,Vietnam,1965,0.0375769707151284
104,Other Asia Pacific,1965,0.4534695111825627
105,Total Asia Pacific,1965,10.010633214389324
106,,1965,
107,Total World,1965,58.104641831680446
108,,1966,
109,Canada,1966,0.635221296
110,Mexico,1966,0.030805
111,US,1966,12.171046241691226
112,Total North America,1966,12.837072537691226
113,,1966,
114,Argentina,1966,0.02509854587589617
115,Brazil,1966,0.07871184
116,Chile,1966,0.050241600000000004
117,Colombia,1966,0.084322152
118,Ecuador,1966,0.0
119,Peru,1966,0.001905849057307317
120,Trinidad & Tobago,1966,0.0
121,Venezuela,1966,0.000879228
122,Central America,1966,6.563224292032136e-05
123,Other Caribbean,1966,0.0020934
124,Other South America,1966,0.0011136888
125,Total S. & Cent. America,1966,0.24443193597612384
126,,1966,
127,Austria,1966,0.20328334700176365
128,Belgium,1966,0.73213557891984
129,Bulgaria,1966,0.258869844
130,Croatia,1966,
131,Cyprus,1966,0.0
132,Czech Republic,1966,1.4746746960000001
133,Denmark,1966,0.17548134840000004
134,Estonia,1966,
135,Finland,1966,0.067696327332
136,France,1966,1.6049307122949825
137,Germany,1966,6.283221935231049
138,Greece,1966,0.08804840400000001
139,Hungary,1966,0.438064884
140,Iceland,1966,0.000201516336
141,Ireland,1966,0.14909194800000003
142,Italy,1966,0.3756396960000001
143,Latvia,1966,
144,Lithuania,1966,
145,Luxembourg,1966,0.10309576320000001
146,Netherlands,1966,0.338
147,North Macedonia,1966,
148,Norway,1966,0.02942524908
149,Poland,1966,2.523719304
150,Portugal,1966,0.025288272000000004
151,Romania,1966,0.19657990534050002
152,Slovakia,1966,0.2560094280488614
153,Slovenia,1966,
154,Spain,1966,0.375723432
155,Sweden,1966,0.08906550332400001
156,Switzerland,1966,0.04415
157,Turkey,1966,0.17098891200000002
158,Ukraine,1966,
159,United Kingdom,1966,4.6779116400000005
160,Other Europe,1966,0.3704884668929794
161,Total Europe,1966,21.051786113401967
162,,1966,
163,Azerbaijan,1966,
164,Belarus,1966,
165,Kazakhstan,1966,
166,Russian Federation,1966,
167,Turkmenistan,1966,
168,USSR,1966,12.90678857
169,Uzbekistan,1966,
170,Other CIS,1966,
171,Total CIS,1966,12.90678857
172,,1966,
173,Iran,1966,0.009713376000000001
174,Iraq,1966,0.0
175,Israel,1966,0.0
176,Kuwait,1966,0.0
177,Oman,1966,0.0
178,Qatar,1966,0.0
179,Saudi Arabia,1966,0.0
180,United Arab Emirates,1966,0.0
181,Other Middle East,1966,0.0002615288654798395
182,Total Middle East,1966,0.00997490486547984
183,,1966,
184,Algeria,1966,0.002847024
185,Egypt,1966,0.011471832000000001
186,Morocco,1966,0.011667000018195853
187,South Africa,1966,1.01927646
188,Eastern Africa,1966,0.08830944030005768
189,Middle Africa,1966,0.008407791566477044
190,Western Africa,1966,0.01870612977615483
191,Other Northern Africa,1966,0.0005934186866984402
192,Other Southern Africa,1966,0.0019608000030580637
193,Total Africa,1966,1.1632398963506418
194,,1966,
195,Australia,1966,0.7537999999999999
196,Bangladesh,1966,0.0
197,China,1966,5.1246432
198,China Hong Kong SAR,1966,0.004438008
199,India,1966,1.4846953005646777
200,Indonesia,1966,0.006615144000000001
201,Japan,1966,2.1735822441600003
202,Malaysia,1966,0.0008373600000000001
203,New Zealand,1966,0.0669888
204,Pakistan,1966,0.048734352
205,Philippines,1966,0.0017582047919999998
206,Singapore,1966,0.00020934000000000003
207,South Korea,1966,0.23475387600000003
208,Sri Lanka,1966,0.0
209,Taiwan,1966,0.124306092
210,Thailand,1966,0.00272142
211,Vietnam,1966,0.039471607894957204
212,Other Asia Pacific,1966,0.48588894651103415
213,Total Asia Pacific,1966,10.553443895922667
214,,1966,
215,Total World,1966,58.76673785420813
216,,1967,
217,Canada,1967,0.629359776
218,Mexico,1967,0.037798000000000005
219,US,1967,11.941188080943949
220,Total North America,1967,12.608345856943949
221,,1967,
222,Argentina,1967,0.02822542915980998
223,Brazil,1967,0.081349524
224,Chile,1967,0.050241600000000004
225,Colombia,1967,0.09252828
226,Ecuador,1967,0.0
227,Peru,1967,0.002146226414926829
228,Trinidad & Tobago,1967,0.0
229,Venezuela,1967,0.000921096
230,Central America,1967,9.227628764265505e-05
231,Other Caribbean,1967,0.0020934
232,Other South America,1967,0.0012686004000000003
233,Total S. & Cent. America,1967,0.25886643226237954
234,,1967,
235,Austria,1967,0.1924232466931217
236,Belgium,1967,0.7185501020671201
237,Bulgaria,1967,0.28110175200000004
238,Croatia,1967,
239,Cyprus,1967,0.0
240,Czech Republic,1967,1.426107816
241,Denmark,1967,0.15023913120000001
242,Estonia,1967,
243,Finland,1967,0.06513082376399999
244,France,1967,1.584153310567379
245,Germany,1967,6.052695958988041
246,Greece,1967,0.08415468000000001
247,Hungary,1967,0.380035836
248,Iceland,1967,0.000154877184
249,Ireland,1967,0.158763456
250,Italy,1967,0.41164617600000003
251,Latvia,1967,
252,Lithuania,1967,
253,Luxembourg,1967,0.09660203640000002
254,Netherlands,1967,0.325
255,North Macedonia,1967,
256,Norway,1967,0.030892345668
257,Poland,1967,2.569397292
258,Portugal,1967,0.025162668
259,Romania,1967,0.21783665570418
260,Slovakia,1967,0.24686312320193035
261,Slovenia,1967,
262,Spain,1967,0.38183616
263,Sweden,1967,0.08840440760400001
264,Switzerland,1967,0.03724
265,Turkey,1967,0.15156216
266,Ukraine,1967,
267,United Kingdom,1967,4.369805028000001
268,Other Europe,1967,0.3238348428929044
269,Total Europe,1967,20.369593885934677
270,,1967,
271,Azerbaijan,1967,
272,Belarus,1967,
273,Kazakhstan,1967,
274,Russian Federation,1967,
275,Turkmenistan,1967,
276,USSR,1967,13.10659297
277,Uzbekistan,1967,
278,Other CIS,1967,
279,Total CIS,1967,13.10659297
280,,1967,
281,Iran,1967,0.010718208
282,Iraq,1967,0.0
283,Israel,1967,0.0
284,Kuwait,1967,0.0
285,Oman,1967,0.0
286,Qatar,1967,0.0
287,Saudi Arabia,1967,0.0
288,United Arab Emirates,1967,0.0
289,Other Middle East,1967,0.00027275310968824377
290,Total Middle East,1967,0.010990961109688243
291,,1967,
292,Algeria,1967,0.002177136
293,Egypt,1967,0.017668296
294,Morocco,1967,0.011617800018119124
295,South Africa,1967,1.048709664
296,Eastern Africa,1967,0.08917227851427165
297,Middle Africa,1967,0.00802370529346482
298,Western Africa,1967,0.008825777263645598
299,Other Northern Africa,1967,0.00063624773858688
300,Other Southern Africa,1967,0.0022188000034604406
301,Total Africa,1967,1.1890497048315485
302,,1967,
303,Australia,1967,0.7748999999999999
304,Bangladesh,1967,0.0
305,China,1967,4.5552384
306,China Hong Kong SAR,1967,0.00355878
307,India,1967,1.5094269050695381
308,Indonesia,1967,0.004647348
309,Japan,1967,2.3875009286400006
310,Malaysia,1967,0.000502416
311,New Zealand,1967,0.061169148000000007
312,Pakistan,1967,0.046808424
313,Philippines,1967,0.0013674926160000002
314,Singapore,1967,0.000125604
315,South Korea,1967,0.223951932
316,Sri Lanka,1967,0.0
317,Taiwan,1967,0.126148284
318,Thailand,1967,0.0048566880000000005
319,Vietnam,1967,0.04326090096542401
320,Other Asia Pacific,1967,0.5320119733473481
321,Total Asia Pacific,1967,10.27547522463831
322,,1967,
323,Total World,1967,57.81891503572056
324,,1968,
325,Canada,1968,0.683746308
326,Mexico,1968,0.039623
327,US,1968,12.35907528883598
328,Total North America,1968,13.08244459683598
329,,1968,
330,Argentina,1968,0.0274285269917837
331,Brazil,1968,0.080051616
332,Chile,1968,0.050241600000000004
333,Colombia,1968,0.08428028400000001
334,Ecuador,1968,0.0
335,Peru,1968,0.00212905660417561
336,Trinidad & Tobago,1968,0.0
337,Venezuela,1968,0.0009629640000000001
338,Central America,1968,6.774235462556135e-05
339,Other Caribbean,1968,0.0020934
340,Other South America,1968,0.0010341396
341,Total S. & Cent. America,1968,0.24828932955058491
342,,1968,
343,Austria,1968,0.18998526499118165
344,Belgium,1968,0.7418310416960401
345,Bulgaria,1968,0.305385192
346,Croatia,1968,
347,Cyprus,1968,0.0
348,Czech Republic,1968,1.4762238120000002
349,Denmark,1968,0.13461399359999998
350,Estonia,1968,
351,Finland,1968,0.07843902811199999
352,France,1968,1.523379059032275
353,Germany,1968,6.13958050386379
354,Greece,1968,0.09504036
355,Hungary,1968,0.375095412
356,Iceland,1968,0.00012231777599999998
357,Ireland,1968,0.193890708
358,Italy,1968,0.39866709600000005
359,Latvia,1968,
360,Lithuania,1968,
361,Luxembourg,1968,0.1035437508
362,Netherlands,1968,0.308
363,North Macedonia,1968,
364,Norway,1968,0.031445003268
365,Poland,1968,2.693033496
366,Portugal,1968,0.022650588000000003
367,Romania,1968,0.23882319313596004
368,Slovakia,1968,0.2596243961550294
369,Slovenia,1968,
370,Spain,1968,0.386525376
371,Sweden,1968,0.077235532452
372,Switzerland,1968,0.0352
373,Turkey,1968,0.16475058000000004
374,Ukraine,1968,
375,United Kingdom,1968,4.373112600000001
376,Other Europe,1968,0.337931230892992
377,Total Europe,1968,20.684129535775266
378,,1968,
379,Azerbaijan,1968,
380,Belarus,1968,
381,Kazakhstan,1968,
382,Russian Federation,1968,
383,Turkmenistan,1968,
384,USSR,1968,12.992293329999999
385,Uzbekistan,1968,
386,Other CIS,1968,
387,Total CIS,1968,12.992293329999999
388,,1968,
389,Iran,1968,0.011806776000000001
390,Iraq,1968,0.0
391,Israel,1968,0.0
392,Kuwait,1968,0.0
393,Oman,1968,0.0
394,Qatar,1968,0.0
395,Saudi Arabia,1968,0.0
396,United Arab Emirates,1968,0.0
397,Other Middle East,1968,0.00027865859997860585
398,Total Middle East,1968,0.012085434599978608
399,,1968,
400,Algeria,1968,0.00230274
401,Egypt,1968,0.018380052000000004
402,Morocco,1968,0.010440600016283162
403,South Africa,1968,1.097737092
